,period,state,stateDescription,electric-utilities,independent-power-producers,combined-heat-and-pwr-elect,elect-pwr-sector-gen-subtotal,combined-heat-and-pwr-comm,combined-heat-and-pwr-indust,indust-and-comm-gen-subtotal,total-net-generation,total-international-imports,total-supply,full-service-providers,energy-only-providers,facility-direct,total-elect-indust,direct-use,total-international-exports,estimated-losses,net-interstate-trade,unaccounted,total-disposition,net-trade-index,electric-utilities-units,independent-power-producers-units,combined-heat-and-pwr-elect-units,elect-pwr-sector-gen-subtotal-units,combined-heat-and-pwr-comm-units,combined-heat-and-pwr-indust-units,indust-and-comm-gen-subtotal-units,total-net-generation-units,total-international-imports-units,total-supply-units,full-service-providers-units,energy-only-providers-units,facility-direct-units,total-elect-indust-units,direct-use-units,total-international-exports-units,estimated-losses-units,net-interstate-trade-units,unaccounted-units,total-disposition-units,net-trade-index-units
768,1990,MS,Mississippi,22923971,0,0,22923971,0,2277447,2277447,25201418,0.0,25201418,32127077,0,0.0,32127077,2205496.0,0.0,2439113,-10791733,33519705,25201418,0.7,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
769,1991,MS,Mississippi,23305127,0,0,23305127,0,2571488,2571488,25876615,0.0,25876615,33019383,0,0.0,33019383,2539517.0,0.0,2535386,-11108581,34414251,25876615,0.7,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
770,1995,MS,Mississippi,26395165,3002,0,26398167,22569,2560125,2582694,28980862,0.0,28980862,37868480,0,0.0,37868480,2554001.0,0.0,2890321,-13646931,39697049,28980862,0.68,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
771,1993,MS,Mississippi,23234028,3279,0,23237307,22829,2681389,2704218,25941525,0.0,25941525,34749301,0,0.0,34749301,2656643.0,0.0,2781113,-13211682,36334688,25941525,0.66,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
772,1994,MS,Mississippi,26222313,2697,0,26225010,22282,2423205,2445487,28670497,0.0,28670497,36626569,0,0.0,36626569,2413746.0,0.0,2782386,-12410270,38259341,28670497,0.7,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
773,1999,MS,Mississippi,32212133,256653,0,32468786,25084,2351101,2376185,34844971,0.0,34844971,43979792,0,0.0,43979792,2381026.0,0.0,3450308,-14605799,45954101,34844971,0.7,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
774,1992,MS,Mississippi,20487946,0,0,20487946,23617,2623401,2647018,23134964,0.0,23134964,33241190,0,0.0,33241190,2633837.0,0.0,2627842,-14274106,34745354,23134964,0.62,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
775,2003,MS,Mississippi,31358938,7307774,0,38666712,26174,1455392,1481566,40148278,0.0,40148278,45543881,0,0.0,45543881,2382755.0,0.0,3344202,-10562162,1819974,40148278,0.79,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
776,2002,MS,Mississippi,35099283,5027769,1365736,41492788,25798,1370226,1396024,42888812,0.0,42888812,45451850,0,0.0,45451850,2352877.0,0.0,3409326,-7704961,1730244,42888812,0.85,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
777,1996,MS,Mississippi,28838302,3509,0,28841811,24355,2411115,2435471,31277282,0.0,31277282,39622374,0,0.0,39622374,2385205.0,0.0,3075555,-13231391,41391110,31277282,0.7,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
778,1997,MS,Mississippi,31227619,4904,0,31232523,24477,2421952,2446429,33678952,0.0,33678952,40088725,0,0.0,40088725,2444783.0,0.0,3022568,-11253984,41867835,33678952,0.75,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
779,2020,MS,Mississippi,61840529,2767113,0,64607642,0,1974146,1974146,66581788,0.0,66581788,46482040,0,,46482040,1890489.0,0.0,2588783,15724641,-104164,66581788,1.31,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
780,2018,MT,Montana,12087481,15646764,442910,28177155,0,35676,35676,28212831,55597.0,28268428,11802663,3036182,,14838845,98302.0,548897.0,765353,11935501,81531,28268428,1.73,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
781,2000,MT,Montana,6627410,19275321,486436,26389166,0,62660,62660,26451826,257.0,26452083,12488983,2090999,0.0,14579982,223007.0,3191.0,1134078,10102981,15197029,26452083,1.62,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
782,2020,MT,Montana,11347263,11510631,459339,23317233,0,36057,36057,23353290,16233.0,23369523,11664564,2919615,,14584179,28108.0,1169954.0,812255,6807709,-32683,23369523,1.41,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
783,2014,MT,Montana,12329411,17501724,404660,30235795,0,21821,21821,30257616,82559.0,30340175,11492057,2610335,,14102392,94123.0,1061102.0,734311,14165750,182497,30340175,1.88,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
784,2015,MT,Montana,10717102,18057431,500087,29274620,0,27781,27781,29302401,136441.0,29438842,11485015,2721896,,14206911,101634.0,310843.0,708548,13893533,217373,29438842,1.89,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
785,2001,MT,Montana,4415943,19315866,425959,24157768,0,74715,74715,24232483,0.0,24232483,9599172,1847486,0.0,11446658,150022.0,55.0,895168,11564270,326182,24232483,1.91,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
786,2004,MT,Montana,6066404,20210314,433670,26710388,0,78380,78380,26788768,40136.0,26828904,10084134,2872648,0.0,12956782,155392.0,76247.0,949421,12206457,639841,26828904,1.83,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
787,1998,MT,Montana,27616913,341443,442824,28401180,0,59336,59336,28460516,26840.0,28487356,13773564,371268,0.0,14144832,109500.0,4153.0,1005806,12684082,14779060,28487356,1.8,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
788,2007,MT,Montana,6342288,21986435,481724,28810447,0,121046,121046,28931493,94523.0,29026016,12831967,2700018,0.0,15531985,121053.0,148774.0,983058,11993603,247543,29026016,1.7,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
789,2008,MT,Montana,6902037,22201776,404942,29508755,0,128382,128382,29637137,241397.0,29878534,12491979,2834421,0.0,15326400,237895.0,489023.0,976299,12648765,200152,29878534,1.73,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
790,2012,MT,Montana,8486141,18855195,454794,27796130,0,8652,8652,27804782,168522.0,27973304,11167951,2695432,,13863383,9553.0,343536.0,750757,12769007,237069,27973304,1.84,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
791,2010,MT,Montana,6271180,23019307,397527,29688014,0,103166,103166,29791181,250017.0,30041198,11151737,2619716,,13771453,70512.0,625508.0,850770,14602114,120841,30041198,1.95,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
792,2006,MT,Montana,6956390,20763611,408031,28128032,0,115505,115505,28243536,85520.0,28329056,10820511,2994469,0.0,13814980,120358.0,299130.0,895748,12658405,660673,28329056,1.81,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
793,2009,MT,Montana,6275963,19852665,479335,26607963,0,104773,104773,26712735,215729.0,26928464,11304274,3049501,,14353775,192482.0,503871.0,913724,10835220,129392,26928464,1.67,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
794,2005,MT,Montana,6587015,20851215,412466,27850696,0,88082,88082,27938778,109021.0,28047799,10642433,2836405,0.0,13478838,93256.0,99607.0,900868,12925428,642965,28047799,1.85,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
795,2011,MT,Montana,9547800,20127870,444292,30119962,0,8581,8581,30128543,41278.0,30169821,11131135,2656946,,13788081,9516.0,410037.0,852016,15022823,87348,30169821,1.99,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
796,2017,MT,Montana,11544986,16185282,459443,28189711,0,31235,31235,28220946,262928.0,28483874,11929206,2780450,,14709656,101243.0,71574.0,800182,12703358,97861,28483874,1.81,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
797,2013,MT,Montana,7361898,19861783,448668,27672349,0,14977,14977,27687326,58392.0,27745718,11348089,2697085,,14045174,15777.0,405966.0,754502,12312424,211875,27745718,1.8,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
798,1990,MT,Montana,25718975,261490,0,25980465,0,49306,49306,26029771,47054.0,26076825,13124583,0,0.0,13124583,70005.0,168.0,996429,11373538,13693496,26076825,1.77,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
799,1991,MT,Montana,28157328,351137,0,28508465,0,44682,44682,28553147,25432.0,28578579,13406600,0,0.0,13406600,63225.0,196.0,1029423,13562541,13972949,28578579,1.9,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
800,1995,MT,Montana,25411151,327109,149726,25887986,0,73326,73326,25961313,0.0,25961313,13418523,0,0.0,13418523,100422.0,397.0,1024172,10856760,14066465,25961313,1.72,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
801,1993,MT,Montana,23447322,373618,0,23820940,0,51914,51914,23872855,3040.0,23875895,12929227,0,0.0,12929227,65601.0,329.0,1034773,9308690,13519108,23875895,1.64,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
802,1994,MT,Montana,24705228,375784,0,25081012,0,71837,71837,25152849,0.0,25152849,13184134,0,0.0,13184134,89462.0,181.0,1001550,10365981,13771863,25152849,1.7,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
803,1999,MT,Montana,27596974,3266045,489744,31352763,0,66572,66572,31419335,18826.0,31438161,12131855,1149744,0.0,13281599,131849.0,35360.0,1041970,16469590,13877828,31438161,2.1,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
